,Paths,S8->Li2S4-Edge 1,S8->Li2S4-Edge 2,S8->Li2S4-Edge 3,S8->Li2S4-Edge 4,S8->Li2S4-Edge 5,S8->Li2S4-Edge 6,S8->Li2S4-Edge 7,S8->Li2S4-Edge 8,S8->Li2S4-Edge 9,Li2S4->Li2S-Edge 1,Li2S4->Li2S-Edge 2,Li2S4->Li2S-Edge 3,Li2S4->Li2S-Edge 4,Li2S4->Li2S-Edge 5,Li2S4->Li2S-Edge 6,Energy_barrier(eV),sum,sum_positive_except_max
259,S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.701,0.003,-0.168,-0.18,-0.191,0.574,-0.168,0.5,-0.166,0.665,-0.191,0.574,-0.168,0.665,-1.2979999999999998,2.044
260,S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,-0.701,0.003,-0.168,-0.18,-0.191,0.574,-0.168,0.502,-0.168,0.665,0.381,0.003,-0.168,0.665,-1.297,1.8559999999999999
261,S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.701,0.003,-0.168,-0.18,-0.191,0.574,-0.168,0.502,-0.168,0.665,-0.191,0.574,-0.168,0.665,-1.2979999999999998,2.046
262,S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.701,0.003,-0.168,-0.18,-0.191,0.574,-0.168,0.592,-0.191,0.574,-0.168,0.574,-0.168,0.592,-1.2989999999999997,2.118
263,S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *2LiS -> *LiS -> *Li2S,-2.074,0.393,-0.701,0.003,-0.168,-0.18,-0.191,0.574,-0.168,0.5,-0.166,0.665,0.523,-0.139,-0.168,0.665,-1.297,1.9929999999999999
264,S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.701,0.003,-0.168,1.108,-1.092,0.188,-0.168,0.592,0.381,0.003,-0.168,0.574,-0.168,1.108,-1.2969999999999995,2.134
265,S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.701,0.003,-0.168,1.108,-1.092,0.188,-0.168,0.592,0.523,-0.139,-0.168,0.574,-0.168,1.108,-1.2969999999999995,2.273
266,S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,-0.701,0.003,-0.168,1.108,-1.092,0.188,-0.168,0.5,1.045,-0.546,0.381,0.003,-0.168,1.108,-1.2959999999999998,2.513
267,S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.701,0.003,-0.168,1.108,-1.092,0.188,-0.168,0.5,1.045,-0.546,-0.191,0.574,-0.168,1.108,-1.297,2.703
268,S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.701,0.003,-0.168,1.108,-1.092,0.188,-0.168,0.5,0.474,0.003,-0.168,0.574,-0.168,1.108,-1.2959999999999996,2.135
269,S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,-0.701,0.003,-0.168,1.108,-1.092,0.188,-0.168,0.5,-0.166,0.665,0.381,0.003,-0.168,1.108,-1.2959999999999996,2.133
270,S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.701,0.003,-0.168,1.108,-1.092,0.188,-0.168,0.5,-0.166,0.665,-0.191,0.574,-0.168,1.108,-1.2969999999999995,2.323
271,S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,-0.701,0.003,-0.168,1.108,-1.092,0.188,-0.168,0.502,-0.168,0.665,0.381,0.003,-0.168,1.108,-1.2959999999999996,2.1350000000000002
272,S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.701,0.003,-0.168,1.108,-1.092,0.188,-0.168,0.502,-0.168,0.665,-0.191,0.574,-0.168,1.108,-1.2969999999999995,2.325
273,S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.701,0.003,-0.168,1.108,-1.092,0.188,-0.168,0.592,-0.191,0.574,-0.168,0.574,-0.168,1.108,-1.2979999999999994,2.324
274,S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *2LiS -> *LiS -> *Li2S,-2.074,0.393,-0.701,0.003,-0.168,1.108,-1.092,0.188,-0.168,0.5,-0.166,0.665,0.523,-0.139,-0.168,1.108,-1.2959999999999996,2.2720000000000002
275,S8* -> *Li2S8 -> *LiS7 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.519,-0.546,-0.191,0.574,-0.168,0.188,-0.168,0.592,0.381,0.003,-0.168,0.574,-0.168,0.592,-1.2969999999999995,2.113
276,S8* -> *Li2S8 -> *LiS7 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.519,-0.546,-0.191,0.574,-0.168,0.188,-0.168,0.592,0.523,-0.139,-0.168,0.574,-0.168,0.592,-1.2969999999999995,2.252
277,S8* -> *Li2S8 -> *LiS7 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,-0.519,-0.546,-0.191,0.574,-0.168,0.188,-0.168,0.5,1.045,-0.546,0.381,0.003,-0.168,1.045,-1.2959999999999998,2.039
278,S8* -> *Li2S8 -> *LiS7 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.519,-0.546,-0.191,0.574,-0.168,0.188,-0.168,0.5,1.045,-0.546,-0.191,0.574,-0.168,1.045,-1.297,2.229
279,S8* -> *Li2S8 -> *LiS7 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.519,-0.546,-0.191,0.574,-0.168,0.188,-0.168,0.5,0.474,0.003,-0.168,0.574,-0.168,0.574,-1.2959999999999996,1.5579999999999998
280,S8* -> *Li2S8 -> *LiS7 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,-0.519,-0.546,-0.191,0.574,-0.168,0.188,-0.168,0.5,-0.166,0.665,0.381,0.003,-0.168,0.665,-1.2959999999999996,2.039
281,S8* -> *Li2S8 -> *LiS7 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.519,-0.546,-0.191,0.574,-0.168,0.188,-0.168,0.5,-0.166,0.665,-0.191,0.574,-0.168,0.665,-1.2969999999999995,2.229
282,S8* -> *Li2S8 -> *LiS7 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,-0.519,-0.546,-0.191,0.574,-0.168,0.188,-0.168,0.502,-0.168,0.665,0.381,0.003,-0.168,0.665,-1.2959999999999996,2.0410000000000004
283,S8* -> *Li2S8 -> *LiS7 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.519,-0.546,-0.191,0.574,-0.168,0.188,-0.168,0.502,-0.168,0.665,-0.191,0.574,-0.168,0.665,-1.2969999999999995,2.231
284,S8* -> *Li2S8 -> *LiS7 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.519,-0.546,-0.191,0.574,-0.168,0.188,-0.168,0.592,-0.191,0.574,-0.168,0.574,-0.168,0.592,-1.2979999999999994,2.303
285,S8* -> *Li2S8 -> *LiS7 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *2LiS -> *LiS -> *Li2S,-2.074,0.393,-0.519,-0.546,-0.191,0.574,-0.168,0.188,-0.168,0.5,-0.166,0.665,0.523,-0.139,-0.168,0.665,-1.2959999999999996,2.178
286,S8* -> *Li2S8 -> *LiS7 -> S3* -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.334,-1.211,-0.166,0.665,-0.191,0.574,-0.168,0.592,0.381,0.003,-0.168,0.574,-0.168,0.665,-1.2979999999999998,2.517
287,S8* -> *Li2S8 -> *LiS7 -> S3* -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.334,-1.211,-0.166,0.665,-0.191,0.574,-0.168,0.592,0.523,-0.139,-0.168,0.574,-0.168,0.665,-1.2979999999999998,2.6559999999999997
288,S8* -> *Li2S8 -> *LiS7 -> S3* -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,-0.334,-1.211,-0.166,0.665,-0.191,0.574,-0.168,0.5,1.045,-0.546,0.381,0.003,-0.168,1.045,-1.2970000000000002,2.516
289,S8* -> *Li2S8 -> *LiS7 -> S3* -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.334,-1.211,-0.166,0.665,-0.191,0.574,-0.168,0.5,1.045,-0.546,-0.191,0.574,-0.168,1.045,-1.2980000000000003,2.706
290,S8* -> *Li2S8 -> *LiS7 -> S3* -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.334,-1.211,-0.166,0.665,-0.191,0.574,-0.168,0.5,0.474,0.003,-0.168,0.574,-0.168,0.665,-1.297,2.518
291,S8* -> *Li2S8 -> *LiS7 -> S3* -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,-0.334,-1.211,-0.166,0.665,-0.191,0.574,-0.168,0.5,-0.166,0.665,0.381,0.003,-0.168,0.665,-1.297,1.851
292,S8* -> *Li2S8 -> *LiS7 -> S3* -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.334,-1.211,-0.166,0.665,-0.191,0.574,-0.168,0.5,-0.166,0.665,-0.191,0.574,-0.168,0.665,-1.2979999999999998,2.041
293,S8* -> *Li2S8 -> *LiS7 -> S3* -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,-0.334,-1.211,-0.166,0.665,-0.191,0.574,-0.168,0.502,-0.168,0.665,0.381,0.003,-0.168,0.665,-1.297,1.8529999999999998
294,S8* -> *Li2S8 -> *LiS7 -> S3* -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.334,-1.211,-0.166,0.665,-0.191,0.574,-0.168,0.502,-0.168,0.665,-0.191,0.574,-0.168,0.665,-1.2979999999999998,2.0429999999999997
295,S8* -> *Li2S8 -> *LiS7 -> S3* -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.334,-1.211,-0.166,0.665,-0.191,0.574,-0.168,0.592,-0.191,0.574,-0.168,0.574,-0.168,0.665,-1.2989999999999997,2.707
296,S8* -> *Li2S8 -> *LiS7 -> S3* -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *2LiS -> *LiS -> *Li2S,-2.074,0.393,-0.334,-1.211,-0.166,0.665,-0.191,0.574,-0.168,0.5,-0.166,0.665,0.523,-0.139,-0.168,0.665,-1.297,1.9900000000000002
297,S8* -> *Li2S8 -> *LiS7 -> S5* -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,0.805,-0.969,-1.092,0.188,-0.168,0.574,-0.168,0.592,0.381,0.003,-0.168,0.574,-0.168,0.805,-1.297,2.705
298,S8* -> *Li2S8 -> *LiS7 -> S5* -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,0.805,-0.969,-1.092,0.188,-0.168,0.574,-0.168,0.592,0.523,-0.139,-0.168,0.574,-0.168,0.805,-1.297,2.844
299,S8* -> *Li2S8 -> *LiS7 -> S5* -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,0.805,-0.969,-1.092,0.188,-0.168,0.574,-0.168,0.5,1.045,-0.546,0.381,0.003,-0.168,1.045,-1.2960000000000003,2.8440000000000003
300,S8* -> *Li2S8 -> *LiS7 -> S5* -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,0.805,-0.969,-1.092,0.188,-0.168,0.574,-0.168,0.5,1.045,-0.546,-0.191,0.574,-0.168,1.045,-1.2970000000000004,3.034
301,S8* -> *Li2S8 -> *LiS7 -> S5* -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,0.805,-0.969,-1.092,0.188,-0.168,0.574,-0.168,0.5,0.474,0.003,-0.168,0.574,-0.168,0.805,-1.296,2.7059999999999995
302,S8* -> *Li2S8 -> *LiS7 -> S5* -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,0.805,-0.969,-1.092,0.188,-0.168,0.574,-0.168,0.5,-0.166,0.665,0.381,0.003,-0.168,0.805,-1.296,2.7039999999999997
303,S8* -> *Li2S8 -> *LiS7 -> S5* -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,0.805,-0.969,-1.092,0.188,-0.168,0.574,-0.168,0.5,-0.166,0.665,-0.191,0.574,-0.168,0.805,-1.297,2.8939999999999997
304,S8* -> *Li2S8 -> *LiS7 -> S5* -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,0.805,-0.969,-1.092,0.188,-0.168,0.574,-0.168,0.502,-0.168,0.665,0.381,0.003,-0.168,0.805,-1.2960000000000005,2.7060000000000004
305,S8* -> *Li2S8 -> *LiS7 -> S5* -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,0.805,-0.969,-1.092,0.188,-0.168,0.574,-0.168,0.502,-0.168,0.665,-0.191,0.574,-0.168,0.805,-1.2970000000000004,2.896
306,S8* -> *Li2S8 -> *LiS7 -> S5* -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,0.805,-0.969,-1.092,0.188,-0.168,0.574,-0.168,0.592,-0.191,0.574,-0.168,0.574,-0.168,0.805,-1.2979999999999998,2.8949999999999996
307,S8* -> *Li2S8 -> *LiS7 -> S5* -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *2LiS -> *LiS -> *Li2S,-2.074,0.393,0.805,-0.969,-1.092,0.188,-0.168,0.574,-0.168,0.5,-0.166,0.665,0.523,-0.139,-0.168,0.805,-1.296,2.843
308,S8* -> *Li2S8 -> *LiS7 -> S6* -> *LiS6 -> *Li2S6 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,1.376,-1.37,-0.873,0.185,-0.168,0.188,-0.168,0.592,0.381,0.003,-0.168,0.574,-0.168,1.376,-1.297,2.316
309,S8* -> *Li2S8 -> *LiS7 -> S6* -> *LiS6 -> *Li2S6 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,1.376,-1.37,-0.873,0.185,-0.168,0.188,-0.168,0.592,0.523,-0.139,-0.168,0.574,-0.168,1.376,-1.297,2.455
310,S8* -> *Li2S8 -> *LiS7 -> S6* -> *LiS6 -> *Li2S6 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,1.376,-1.37,-0.873,0.185,-0.168,0.188,-0.168,0.5,1.045,-0.546,0.381,0.003,-0.168,1.376,-1.2960000000000003,2.6950000000000003
311,S8* -> *Li2S8 -> *LiS7 -> S6* -> *LiS6 -> *Li2S6 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,1.376,-1.37,-0.873,0.185,-0.168,0.188,-0.168,0.5,1.045,-0.546,-0.191,0.574,-0.168,1.376,-1.2970000000000004,2.885
312,S8* -> *Li2S8 -> *LiS7 -> S6* -> *LiS6 -> *Li2S6 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,1.376,-1.37,-0.873,0.185,-0.168,0.188,-0.168,0.5,0.474,0.003,-0.168,0.574,-0.168,1.376,-1.296,2.3169999999999997
313,S8* -> *Li2S8 -> *LiS7 -> S6* -> *LiS6 -> *Li2S6 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,1.376,-1.37,-0.873,0.185,-0.168,0.188,-0.168,0.5,-0.166,0.665,0.381,0.003,-0.168,1.376,-1.296,2.3150000000000004
314,S8* -> *Li2S8 -> *LiS7 -> S6* -> *LiS6 -> *Li2S6 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,1.376,-1.37,-0.873,0.185,-0.168,0.188,-0.168,0.5,-0.166,0.665,-0.191,0.574,-0.168,1.376,-1.297,2.505
315,S8* -> *Li2S8 -> *LiS7 -> S6* -> *LiS6 -> *Li2S6 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,1.376,-1.37,-0.873,0.185,-0.168,0.188,-0.168,0.502,-0.168,0.665,0.381,0.003,-0.168,1.376,-1.2960000000000005,2.317
316,S8* -> *Li2S8 -> *LiS7 -> S6* -> *LiS6 -> *Li2S6 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,1.376,-1.37,-0.873,0.185,-0.168,0.188,-0.168,0.502,-0.168,0.665,-0.191,0.574,-0.168,1.376,-1.2970000000000004,2.507
317,S8* -> *Li2S8 -> *LiS7 -> S6* -> *LiS6 -> *Li2S6 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,1.376,-1.37,-0.873,0.185,-0.168,0.188,-0.168,0.592,-0.191,0.574,-0.168,0.574,-0.168,1.376,-1.2979999999999998,2.506
318,S8* -> *Li2S8 -> *LiS7 -> S6* -> *LiS6 -> *Li2S6 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *2LiS -> *LiS -> *Li2S,-2.074,0.393,1.376,-1.37,-0.873,0.185,-0.168,0.188,-0.168,0.5,-0.166,0.665,0.523,-0.139,-0.168,1.376,-1.296,2.454
319,S8* -> *Li2S8 -> *LiS7 -> S6* -> *LiS6 -> *Li2S6 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,1.376,-1.37,-0.873,-0.18,-0.191,0.574,-0.168,0.592,0.381,0.003,-0.168,0.574,-0.168,1.376,-1.2990000000000002,2.517
320,S8* -> *Li2S8 -> *LiS7 -> S6* -> *LiS6 -> *Li2S6 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,1.376,-1.37,-0.873,-0.18,-0.191,0.574,-0.168,0.592,0.523,-0.139,-0.168,0.574,-0.168,1.376,-1.2990000000000002,2.6559999999999997
321,S8* -> *Li2S8 -> *LiS7 -> S6* -> *LiS6 -> *Li2S6 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,1.376,-1.37,-0.873,-0.18,-0.191,0.574,-0.168,0.5,1.045,-0.546,0.381,0.003,-0.168,1.376,-1.2980000000000005,2.896
322,S8* -> *Li2S8 -> *LiS7 -> S6* -> *LiS6 -> *Li2S6 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,1.376,-1.37,-0.873,-0.18,-0.191,0.574,-0.168,0.5,1.045,-0.546,-0.191,0.574,-0.168,1.376,-1.2990000000000006,3.086
323,S8* -> *Li2S8 -> *LiS7 -> S6* -> *LiS6 -> *Li2S6 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,1.376,-1.37,-0.873,-0.18,-0.191,0.574,-0.168,0.5,0.474,0.003,-0.168,0.574,-0.168,1.376,-1.2980000000000003,2.518
